6.1944e+05,2.9421e+07,4.7996e+07,2.8527e+07,2.8733e+07,2.6609e+07
69276,7.1931e+06,4.2784e+06,4.0544e+06,4.799e+06,7.1001e+06
17467,2.5384e+06,2.6018e+06,2.4653e+06,2.2595e+06,2.1653e+06
56046,1.7238e+07,1.7243e+07,1.6817e+07,1.6938e+07,1.6825e+07
40504,3.5061e+06,3.35e+06,3.7615e+06,3.3773e+06,3.1382e+06
4.7271e+05,1.7262e+07,1.6406e+07,1.5324e+07,2.0037e+07,1.6159e+07
2.0464e+05,9.9666e+06,9.8562e+06,9.2476e+06,9.4697e+06,9.0369e+06
1.1432e+06,3.8931e+07,3.799e+07,4.2341e+07,4.3966e+07,4.305e+07
3591,1.803e+06,1.5929e+06,1.5818e+06,1.5801e+06,1.5463e+06
2.6255e+05,2.2985e+07,2.196e+07,1.4006e+07,1.1153e+07,1.0746e+07
1.0934e+06,4.3089e+07,4.237e+07,3.7498e+07,3.8849e+07,3.8028e+07
4.7271e+05,2.1932e+07,3.0343e+07,1.9776e+07,2.0174e+07,1.9764e+07
3.6385e+05,1.7881e+07,2.6003e+07,1.7381e+07,1.7408e+07,1.94e+07
1513,2.588e+06,2.3147e+06,2.4196e+06,2.2975e+06,2.2541e+06
8.4908e+05,3.5967e+07,3.4344e+07,3.2364e+07,3.3288e+07,3.9061e+07
5.6434e+07,2.1957e+09,2.0954e+09,1.9281e+09,1.9874e+09,1.9297e+09
5.4365e+05,1.9741e+07,1.9569e+07,1.8226e+07,1.8209e+07,1.8047e+07
92652,4.9989e+06,4.7889e+06,4.5552e+06,4.6303e+06,4.4847e+06
36652,3.5125e+06,3.9245e+06,3.3395e+06,3.1469e+06,3.0281e+06
73471,4.4793e+06,4.4412e+06,4.1686e+06,4.0611e+06,3.9053e+06
3.255e+05,1.2884e+07,1.1726e+07,1.406e+07,1.3564e+07,1.368e+07
42444,3.2993e+06,3.1249e+06,3.1853e+06,3.1165e+06,2.9659e+06
8.6991e+05,3.5374e+07,4.3229e+07,3.2723e+07,3.4392e+07,3.2719e+07
1.2773e+05,6.8427e+06,6.9358e+06,6.6943e+06,6.6906e+06,6.302e+06
13115,2.097e+06,1.9051e+06,2.2339e+06,1.9606e+06,1.8081e+06
23955,2.7344e+06,2.424e+06,2.7535e+06,2.4148e+06,2.2982e+06
1.94e+05,8.3141e+06,7.8126e+06,9.0367e+06,9.0347e+06,8.9522e+06
5.6762e+05,2.5024e+07,2.3523e+07,2.7435e+07,2.7355e+07,2.7542e+07
9306,2.0858e+06,1.8886e+06,1.9263e+06,1.8241e+06,1.7867e+06
39660,3.2398e+06,3.0374e+06,3.2535e+06,2.9479e+06,2.8095e+06
1.2773e+05,5.9716e+06,5.7655e+06,7.0109e+06,6.4305e+06,6.4031e+06
74512,4.3876e+06,3.9566e+06,4.4302e+06,4.4394e+06,4.3904e+06
16435,4.6512e+06,3.1156e+06,2.863e+06,2.7667e+06,3.5707e+06
1.4169e+06,5.0881e+07,4.9886e+07,5.6696e+07,5.6889e+07,5.6168e+07
